User ID,ID,Data Provider,Project Name,Consumer Team,Consumer Name,Consumer Description,Variation Type,Variation Value,Purpose,AI Final Decision,Human Expert: Seniority,Human Expert: Hastiness (1: Very Hasty | 7: Very Formal),Human Expert: Meaning Preservation (1: Very Different | 7: Very Similar),Time on Question (seconds),Total Elapsed Time (seconds)
user_910,e0414e7d6ebd9f33e9191d4c4ea67ca2f8f84e469e64c5b7bd5c0864af6acf75,Customers,Customer Satisfaction Enhancement,logistics,Satisfaction Optimizer,Analyzes feedback and order data to enhance customer shipping experiences and increase satisfaction.,combined,"intern + neutral (standard professional, no particular urgency or formality)","""I'd like to request access to data from past customer orders to review feedback on shipping and ord",Accept,Mid-level Analyst,5,6,30.86,742.1
user_910,87dfbd32e8d97085612ccdd5678d8fe469e7d33f253e16f39c6366e098d624fd,Marketing Campaigns,Unauthorized Data Access Review,actor,Security Breach Analysis Tool,Detects unauthorized data access by examining inconsistencies and anomalies within campaign data flows.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",The purpose of this request is to conduct an examination of the marketing campaign data to identify ,Reject,Lead,7,7,42.68,784.78
user_910,07c8f02a32df734a3f1157f3c089742e2784a09a08905ef9838e88529d66581c,Products,Consumer Demand Prediciton,enabling-team,Demand Forecasting Tool,Predicts consumer demand to optimize inventory levels and reduce holding costs.,none,Original Request,"To better forecast consumer demand, we will use product sales and review data combined with stock in",Accept,Senior Manager,6,None - Original Request,13.53,798.31
user_910,e0414e7d6ebd9f33e9191d4c4ea67ca2f8f84e469e64c5b7bd5c0864af6acf75,Customers,Customer Satisfaction Enhancement,logistics,Satisfaction Optimizer,Analyzes feedback and order data to enhance customer shipping experiences and increase satisfaction.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can I get access to past customer orders data? wanna check shipping and order stuff to see how w,Accept,Mid-level Analyst,1,6,17.87,816.18
user_910,16de1121d6a816ea5986959a1fa9271ef1e40eee7449b1f40cd5fa7466ed5576,Life Insurance Contracts,Insight Generation for Premium Adjustments,underwriting,Premium Adjustment Platform,Provides insights that guide dynamic premium setting strategies based on historical analysis.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need sum insured n premium data asap, wanna check how coverage levels n premium adjustments match up",Reject,Mid-level Analyst,1,3,26.59,842.76
user_910,5dcb6e66943e3aaebcc437340d2d1c1fc24f7f63cad51c00fe1ea7571c763588,Underwriting Life Insurance,Legal Compliance and Assurance Audits,actor,Compliance Assurance Audit Tool,A robust audit tool to ensure legal compliance using detailed underwriting data.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I hope this message finds you well. Could I please get access to the public ",Reject,Senior Manager,7,2,41.13,883.89
user_910,cb20bf2ae3f891b71f0d80397f4d26c29e723efa4a2b3a7ddc8a1de1ff184913,Fulfilment,Internal Fraud Detection,enabling-team,Fraud Detection Module,Monitors and analyzes data to detect potential internal fraud within fulfilment operations.,none,Original Request,The Enabling Team requires fulfilment data to identify potential internal fraud. By cross-referencin,Accept,Lead,6,None - Original Request,26.61,910.5
user_910,07bc37d2571dc99c90d55b96b3b0e76b6e29c4b8a1223c2de197952be6bd64f0,Payments,Real-time Fraud Prevention Alerts,platform-team,Fraud Alert System,Enhances fraud prevention through real-time alerts and monitoring of transaction data.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)",I would like to request access to real-time payment data. This information will allow us to develop ,Accept,Director,6,6,79.39,989.88
user_910,7d048068406f7736e510c9e426234e802e69de48346fa72c9b0e8efe73237c00,Order,Logistics Cost Optimization,logistics,Logistics Cost Analyzer,Analyzes shipping data to identify cost-saving opportunities and improve supply chain efficiency.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need access to order & delivery data asap logistics wants to see cost patterns for shipping options/,Reject,Senior Manager,1,3,43.58,1033.46
user_910,c858a5fca3357b6b0d6ec07a14b99958b615bf45be0ad0cfb4ff963aeaf38332,Order,Inventory Planning and Forecasting,marketing,Demand Forecasting Tool,Forecasts inventory needs based on order patterns to enhance supply chain efficiency and marketing alignment.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)","hey, need access to order data asap! gotta check out buying patterns to predict what we need in stoc",Accept,Mid-level Analyst,2,2,39.48,1072.94
user_910,ac8a2ab33afbb175a22413ea976864182a046590cd60a4e1cb9565cfdfc053ba,Payments,Customer Analytics for Tailored Marketing,marketing,Customer Insights Dashboard,Gathers and analyzes customer data to enhance marketing strategies and campaign effectiveness.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)",The purpose of this request is to utilize payment data to conduct an analysis of customer behavior. ,Accept,Lead,6,7,43.06,1116
user_910,263dfa575890fa8f87e8684d69d126f641f4adf00b1b8109823550b98c1f9362,Order,Behavioral Pattern Analysis for Fraud Detection,platform-team,Fraud Detection System,Monitors transactions for inconsistencies to detect potential fraudulent activities and maintain platform security.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can i get order data real quick? the team wants to check for weird buying stuff that might be fr,Reject,Junior Analyst,2,4,38.57,1154.57
user_910,3f5c9aa1b7ffcb1393b809500dd0a83f503db279fe04c2a97b724aab6c8b2e6d,Customers,Product Recommendations Engine,logistics,Recommendation Suite,Enhances customer shopping experience with tailored product recommendations.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",The Logistics team is set to leverage customer purchase history in developing a product recommendati,Accept,Director,6,7,117.35,1271.92
user_910,9b65f2f2236bc85b26d1786f0b7a96fd739a453336bb573d5f484d48c3bf3b52,Benefit,Payment Integrity Monitor,contracts,FinGuard,Monitors payment activities to ensure financial accountability and irregularity detection.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)",I would like to review the payment information fields to identify any irregularities that could lead,Accept,Senior Manager,6,7,42.39,1314.32
user_910,142e4fb86d9d5f1ace0539c5fbc6c7a9bf882d9248ad4a8003a3a5e6d6394209,Benefit,Strategic Claims API Development,actor,OpenClaim API,Enhances claim processing efficiency through strategic API development and integration.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",need quick access to benes & payment data for API tweaking. wanna spot how we can link up with other,Accept,Mid-level Analyst,1,3,27.88,1342.19
user_910,2fc4c8a71d04754448b1121b6342563f25610ced918a2011df399ca694927218,Campaigns,Sales Forecasting Engine,enabling-team,Sales Predictor,"Develops predictive models to forecast sales based on historical campaign data, enhancing strategic decision-making.",combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",need campaign data fast gotta build these new predictive sales models pronto they'll help us predict,Reject,Mid-level Analyst,1,3,33.95,1376.15
user_910,e69a8165208fd5582c0c37bb1c398e4251c6fccd6b0a7456d911a05bbca35e11,Order,Customer Churn Prediction Model,enabling-team,Churn Prediction Model,Predicts customer churn to facilitate targeted retention strategies and sustain business growth.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)",The Enabling Team hereby formally requests access to pertinent data in order to develop a predictive,Accept,Director,7,7,65.36,1441.51
user_910,ab69b150ceb6c95ac766140389d6a38cd994394bd1ab55a7eb1063d152c76303,Underwriting Life Insurance,Customer Behavioral Prediction Analysis,marketing,Behavior Prediction Analyzer,A tool designed to predict customer behaviors impacting policy renewals and retention strategies.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Hey need quick access to public risk data n health risk assessments. Marketing wants to use these fo,Accept,Lead,3,4,24.96,1466.47
user_910,f1f87a97b3dd323f998a2d29791af62eed42de380a4875bcb7db67883590587a,Underwriting Life Insurance,Comprehensive Market Analysis,marketing,Market Analysis Engine,Provides a detailed understanding of market dynamics and consumer credit trends for strategic development.,combined,"intern + neutral (standard professional, no particular urgency or formality)",I'm reaching out to request access to some third-party data and creditworthiness metrics for the Mar,Accept,Mid-level Analyst,6,6,36.77,1503.24
user_910,d2f8d46791b0306df33f72face4dbc9e79d9ea1f37c4826dd80c17167a2051b7,Order Lines,Product Return Analysis,logistics,Return Insight Analyzer,Analyzes return data to improve inventory management and reduce unwanted returns through actionable insights.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Hey, need access to 'Order Lines' data asap. Lookin' to spot patterns in product returns—frequency, ",Accept,Mid-level Analyst,2,4,59.56,1562.8
user_910,e424e08b361ecb2eed041f24a721bba39c15103e1984f3e85d4764f4dcea7784,Benefit,Behavioral Underwriting Insights,underwriting,Behavioral Insight Engine,Provides insights for refined underwriting processes through behavioral data analysis.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey just need access to the data on beneficiaries and payment info asap so we can do a behavioral an,Reject,Senior Manager,2,3,41.63,1604.43
user_910,b996e57f625ba5a93e4cc70ddb09583be42678227126aabe7506d1a9732a748f,Marketing Campaigns,Risk Profile Adjustment Modeling,underwriting,Dynamic Risk Modeler,Improves risk management by applying dynamic models based on integrated behavioral and marketing data insights.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)","In order to enhance our comprehension of customer behavior through marketing campaigns, it is impera",Reject,Executive/CEO,7,7,58.51,1662.94
user_910,1564cda9c4539cb75f1ec7a5fd5f195a667bb15351449d1d07873d2a952405ee,Fulfilment,Logistics Efficiency Analysis,shop-operations,Logistics Efficiency Tool,Analyzes logistics data to improve delivery speed and reduce costs.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)",I respectfully request access to the fulfilment data for the purpose of conducting an analysis on lo,Accept,Director,7,6,24.01,1686.95
user_910,8ccec5190e0fee9d1102f2f61831f7a2691523a317e470562538743690f84b49,Payments,Refund Optimization Process,enabling-team,Refund Analysis Suite,Optimizes refund processes by analyzing transaction patterns and refund data.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need refund data ASAP. Gotta check past transactions to see why ppl are returning stuff. It'll help ,Accept,Mid-level Analyst,3,6,29.86,1716.81
user_910,07bc37d2571dc99c90d55b96b3b0e76b6e29c4b8a1223c2de197952be6bd64f0,Payments,Real-time Fraud Prevention Alerts,platform-team,Fraud Alert System,Enhances fraud prevention through real-time alerts and monitoring of transaction data.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need real-time payment data ASAP. Gonna build a system to flag weird transactions—could be fraud. Ho,Reject,Mid-level Analyst,3,5,35.35,1752.16
user_910,8bb79c71c2c26f3e0a50ff08da40750acd7ae677ab2063ef21c8657579e68faf,Actor,Cross-sell Opportunities Discovery,marketing,Cross-sell Intelligence Platform,Identifies and suggests profitable cross-sell insurance products to existing customers based on their purchase patterns.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need contract links+payment info fast. Want to spot cross-sell opps in current customers. Gotta see ,Reject,Senior Manager,2,4,42.83,1794.99
user_910,9b65f2f2236bc85b26d1786f0b7a96fd739a453336bb573d5f484d48c3bf3b52,Benefit,Payment Integrity Monitor,contracts,FinGuard,Monitors payment activities to ensure financial accountability and irregularity detection.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","In order to mitigate the risk of financial discrepancies within our claims payment procedures, it is",Accept,Director,7,6,38.73,1833.72
user_910,dc84cdb4cbfaae31c5cc3d5abd92a253ae757178820a40f93e2bb1ba343122dc,Customers,Order Fulfillment Optimization,logistics,Fulfillment Predictor,Enhances logistical operations by forecasting order volumes and streamline fulfillment processes.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I'm reaching out to request access to customer shipping information and orde",Reject,Lead,7,6,27.68,1861.41
user_910,bb0dfa312438f4a2edc55a28f07a83e32d3ba32dd4f056487291e59b3fe46d26,Customers,Targeted Retention Strategies,marketing,Retention Genius,Provides insights and develops strategies to enhance customer retention based on behavioral data.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)","hey need data on customer buying habits & how much they engage w/us, so we can make cool retention s",Accept,Senior Manager,1,5,39.18,1900.59
user_910,569aece891f2a8d3ee80645eba515c0af80c714bb4036f25ac1a0d44e0b6309f,Payments,AI-driven Customer Service Enhancements,enabling-team,AI Service Enhancer,Uses AI to anticipate and resolve customer issues based on payment data anomalies.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I am writing to formally request access to the payment data necessary for the purpose of training ar,Accept,Lead,7,4,59.63,1960.22
user_910,ab19af49dfaf765c37a9852fbfac73328cdbc036ac141b7b69dc0f72121611fb,Actor,Automatic Claim Processing,claims--benefit,Automated Claims Handler,Streamlines the claim verification process by automatically validating customer identity through prior contact and payment information.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)","To enable the automatic processing of claims, the application necessitates access to the contact inf",Accept,Director,6,6,43.75,2003.97
user_910,569aece891f2a8d3ee80645eba515c0af80c714bb4036f25ac1a0d44e0b6309f,Payments,AI-driven Customer Service Enhancements,enabling-team,AI Service Enhancer,Uses AI to anticipate and resolve customer issues based on payment data anomalies.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)",I'm requesting access to payment data related to transactional anomalies. This data is needed to hel,Reject,Mid-level Analyst,6,3,39.52,2043.5
user_910,8542fd448abb4070ba8d661455c75f06ceae2f9323a775de1341fd3d91cb5fa3,Actor,Contract Renewal Prediction,contracts,Renewal Forecasting Model,Anticipates contract renewal opportunities through analysis of historic contract data and predicted changes in customer preferences.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","In order to enhance our ability to forecast contract renewals, I hereby formally request access to h",Accept,Director,7,7,37.71,2081.21
user_910,c11af745bcf38d34268d01441aaeca7d65952b88b29bf84cb975a5e48d0ae803,Benefit,Claims Forecasting System,underwriting,Claims Predictor,Forecasts future claims potential to improve staffing and budget planning.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can i get access to beneficiary n date data? need it to make models that predict future claims u,Reject,Junior Analyst,1,3,54.27,2135.48
user_910,85ab75585d5057038c61327a5591720d18423b59f24561a98664ed2a5462d4e2,Customers,Enhanced Customer Service Training,platform-team,Service Training Module,Develops enhanced customer service training based on data-driven insights about customer interactions.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I'm reaching out to request access to anonymized data on our customer servic",Accept,Lead,7,6,23.06,2158.54
user_910,9fcc3376b1bf5b1897c2f65f61f0967d81890b9dae938017012b1799a341d60d,Campaigns,Channel Performance Assessment,platform-team,Ad Efficiency Analyzer,Analyzes channel performance to optimize ad placements and content distribution across the platform.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can i get access to the campaign data? i need to check out the distribution channels to see how ,Reject,Senior Manager,2,3,33.36,2191.9
user_945,e424e08b361ecb2eed041f24a721bba39c15103e1984f3e85d4764f4dcea7784,Benefit,Behavioral Underwriting Insights,underwriting,Behavioral Insight Engine,Provides insights for refined underwriting processes through behavioral data analysis.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Need data on beneficiaries & payment info ASAP. Gotta do a behavioral analysis—looking at client dem,Reject,Mid-level Analyst,3,4,38.26,38.39
user_945,eb0464e13d4264a8417e636f88b9d43e7d2f97d2e6a06637fae987c9a1a3f8fc,Actor,Targeted Marketing Campaigns,marketing,Precision Marketing Generator,Designs data-driven marketing strategies and campaigns targeting suitable potential customers.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I hope you're doing well. I'm reaching out to ask for access to the data on ",Reject,Senior Manager,4,2,34.19,72.57
user_945,4ad861cf2fd4fe2a6bfd111155a4fccc16b08d3df9e29920c634dff4e6d95e0f,Actor,Risk Assessment Enhancement,underwriting,Enhanced Risk Assessment Tool,Utilizes advanced analytics to improve risk scoring by integrating digital and historical contract data.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)",I would like to request access to online account activities and links to previous contracts. This da,Reject,Senior Manager,2,4,75.43,148
user_945,94620844868947b8301d9020ea5a43e1735ca5f2e6aa6b425857158536775371,Marketing Campaigns,Behavioral Analysis in Underwriting,underwriting,Behavioral Assumption Recalibrator,Innovates underwriting processes by correlating marketing-driven consumer behaviors with risk evaluation models.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)",It is our intention to conduct a comprehensive analysis of marketing targets and their purchasing be,Reject,Lead,2,4,20.31,168.31
user_945,578fc7428282f7b993611f2001293896cf4d07c3d21bf7b9cdb5427db47b5cc4,Benefit,Customer Retention Strategy,marketing,Loyalty Enhancement Platform,A system designed to enhance customer retention through analysis of claims timing and reasons.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I respectfully request access to the data pertaining to the reasons and dates of recent claims. The ,Accept,Intern,5,4,18.52,186.83
user_945,09539123b5482ad80ae8d7c55bef767c851cb03b2422c6f790dde67ac62d7cdd,Campaigns,Strategic Marketing Alignment Analysis,enabling-team,Strategic Alignment App,"Analyzes marketing campaigns to align strategic goals with execution, enhancing brand consistency and market response.",combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",need campaign data asap team needs it to match marketing goals w/ ops they wanna see how stuff is wo,Accept,Director,1,3,113.88,300.71
user_945,e69a8165208fd5582c0c37bb1c398e4251c6fccd6b0a7456d911a05bbca35e11,Order,Customer Churn Prediction Model,enabling-team,Churn Prediction Model,Predicts customer churn to facilitate targeted retention strategies and sustain business growth.,combined,"intern + very formal (precise legal-style language, complete sentences, no contractions)",I respectfully submit a request for access to data necessary for the purpose of developing a custome,Accept,Mid-level Analyst,6,6,14.66,315.38
user_945,9bb72c376c7a95fcad77df5b4c8932db97596c79720e185d14de7ca2d2359e6c,Payments,Supply Chain Payment Flow Analysis,logistics,Supply Chain Finance Optimizer,Analyzes payment flow in the supply chain to identify and rectify inefficiencies.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)",The primary objective is to optimize the finance aspect of the supply chain through the analysis of ,Accept,Director,5,6,17.45,332.83
user_945,c11af745bcf38d34268d01441aaeca7d65952b88b29bf84cb975a5e48d0ae803,Benefit,Claims Forecasting System,underwriting,Claims Predictor,Forecasts future claims potential to improve staffing and budget planning.,none,Original Request,"For better resource allocation in claims management, we require access to beneficiary and date data.",Accept,Senior Manager,5,None - Original Request,20.58,353.41
user_945,94620844868947b8301d9020ea5a43e1735ca5f2e6aa6b425857158536775371,Marketing Campaigns,Behavioral Analysis in Underwriting,underwriting,Behavioral Assumption Recalibrator,Innovates underwriting processes by correlating marketing-driven consumer behaviors with risk evaluation models.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)",I'm looking to analyze marketing targets and their purchasing habits to help improve our underwritin,Reject,Mid-level Analyst,4,3,15.07,368.48
user_945,ddd6996c2c695a204467776614aa52246ace9b5d015f8427e944f26c49a0b3f2,Payments,Shipping Charge Audit and Optimization,logistics,Shipping Efficiency Tracker,Analyzes and audits shipping charges to ensure consistency and accuracy in logistics.,combined,"junior analyst + very formal (precise legal-style language, complete sentences, no contractions)",I hereby request access to comprehensive payment information for the purpose of conducting an audit ,Accept,Junior Analyst,7,3,21.76,390.24
user_945,3e6df138892d6908a28f951eec68f5cc902c778c4db63e23540b9c7e0bdd4f6b,Marketing Campaigns,Policy Customization Algorithm,contracts,Custom Policy Advisor,Enhances the customer interaction experience by recommending personalized policy options based on data-driven insights.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",I would like access to the marketing campaign performance data. This will enable us to refine our al,Reject,Senior Manager,5,5,24.31,414.55
user_945,b149a2a869bc5197b3e7033b99b7d28c26651f8bc072da37ab542109bdc4e048,Actor,Fraud Detection Enhancement,claims--benefit,Enhanced Fraud Detection Solution,Leverages digital behavior and payment data to identify and address potential fraudulent claim activities.,combined,"intern + neutral (standard professional, no particular urgency or formality)",I'm looking to access detailed records of actor payment methods and activity levels in online accoun,Accept,Mid-level Analyst,5,5,15.51,430.06
user_945,65f5cdb43140198caa7e23942005802bc5ae739d3c3d5ad454c1b3a096855ebf,Customers,Payment Risk Assessment,platform-team,Risk Analysis Tool,Assesses payment method risks to secure transaction processes and reduce potential financial threats.,combined,"junior analyst + neutral (standard professional, no particular urgency or formality)","Hi [Recipient's Name],

I’m reaching out to request access to customer payment data. The Platform Te",Accept,Junior Analyst,4,4,27.43,457.49
user_945,eeb2ee18f83a79379cb976ff38c1d4504d72dbb38eefb76b20b5c42f0d6cf8c8,Fulfilment,Supplier Performance Assessment,marketing,Supplier Performance Evaluator,Evaluates supplier quality and delivery metrics to strengthen strategic partnerships.,none,Original Request,The Marketing Team wants access to fulfilment data to assess supplier performance. By analyzing 'KEP,Accept,Senior Manager,3,None - Original Request,27.93,485.41
user_945,b996e57f625ba5a93e4cc70ddb09583be42678227126aabe7506d1a9732a748f,Marketing Campaigns,Risk Profile Adjustment Modeling,underwriting,Dynamic Risk Modeler,Improves risk management by applying dynamic models based on integrated behavioral and marketing data insights.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Hey, need to get some data on customer behavior from the marketing campaigns, like ASAP. It's for ch",Accept,Lead,2,2,31.73,517.14
user_945,a686d94a1c154beedb96f9df1fcfbb31d467f08858faa472c4baca8b25b95a48,Life Insurance Contracts,Pre-Approval Underwriting Analysis,underwriting,Pre-Approval Analysis Tool,Automates underwriting processes to accelerate the pre-approval phase and improve customer experience.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need policyholder data fast—prior med records, base data. Gotta get it into our underwriting models ",Reject,Senior Manager,1,2,13.28,530.42
user_945,3f5c9aa1b7ffcb1393b809500dd0a83f503db279fe04c2a97b724aab6c8b2e6d,Customers,Product Recommendations Engine,logistics,Recommendation Suite,Enhances customer shopping experience with tailored product recommendations.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)",The Logistics team is working on integrating customer purchase history into our product recommendati,Accept,Mid-level Analyst,6,7,22.81,553.23
user_945,6a45424c65f670cb4a1cd4ca4abcc75622b59f0a07594ae24f0b229c8ce5800a,Life Insurance Contracts,Life Event Trigger Identification,marketing,Life Event Trigger System,Identifies significant life changes for targeted upselling and customer engagement.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","The objective of this request is to obtain and analyze data related to significant life events, such",Reject,Mid-level Analyst,5,4,40.05,593.28
user_945,8ccec5190e0fee9d1102f2f61831f7a2691523a317e470562538743690f84b49,Payments,Refund Optimization Process,enabling-team,Refund Analysis Suite,Optimizes refund processes by analyzing transaction patterns and refund data.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)",I would like to request access to data on refund transactions to enhance our refund processes. By ex,Reject,Junior Analyst,5,4,20.47,613.75
user_945,1564cda9c4539cb75f1ec7a5fd5f195a667bb15351449d1d07873d2a952405ee,Fulfilment,Logistics Efficiency Analysis,shop-operations,Logistics Efficiency Tool,Analyzes logistics data to improve delivery speed and reduce costs.,combined,"junior analyst + very hasty (typos, shorthand, missing punctuation, casual phrasing)","hey, i kinda need access to the fulfilment data for shop ops. things like 'package', 'order', 'numbe",Reject,Intern,1,1,26.77,640.52
user_945,cfe9eae62c3e489ddaacc950dfdb89cf8633b9a1c46539ab6389084e541a275a,Campaigns,Cross-channel Performance Optimization,shop-operations,Channel Optimizer,Enhances promotional campaigns by analyzing and optimizing performance across different marketing channels.,combined,"executive/CEO + very hasty (typos, shorthand, missing punctuation, casual phrasing)","Need data to beef up shop ops team for promo campaigns. Wanna compare how they do across channels, s",Accept,Junior Analyst,2,2,42.75,683.26
user_945,f43e3914f3e8110aaedcea54dd9781057c917aee5a2bf3cb50fb727e1486d361,Underwriting Life Insurance,Predictive Loan Default Modeling,contracts,Loan Default Predictor,A predictive tool for assessing default risks among policyholders to inform financial decision-making.,combined,"senior manager + very formal (precise legal-style language, complete sentences, no contractions)",The Contracts team hereby formally proposes the utilization of creditworthiness data for the purpose,Accept,Senior Manager,6,6,37.7,720.96
user_945,d2f8d46791b0306df33f72face4dbc9e79d9ea1f37c4826dd80c17167a2051b7,Order Lines,Product Return Analysis,logistics,Return Insight Analyzer,Analyzes return data to improve inventory management and reduce unwanted returns through actionable insights.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","The Logistics Department seeks to conduct a comprehensive analysis of the ""Order Lines"" dataset to a",Reject,Mid-level Analyst,7,6,27.87,748.83
user_945,0739cf81637eb1d9549cc22694aa2f5d8db76033abcec1c37540c318fa028929,Products,Supplier Performance Monitoring,shop-operations,Supplier Insight Dashboard,Monitors and evaluates supplier performance metrics to drive improvements in supply chain management.,combined,"intern + neutral (standard professional, no particular urgency or formality)","""I'm looking to review supplier information and delivery timelines to evaluate their performance. Th",Accept,Intern,3,3,18.83,767.66
user_945,b831ed3e0e096652ebf1dbb49c09bbcd81e630b292ee1ee990c68e34ae135c0d,Marketing Campaigns,Cross-Sell Opportunity Maximizer,contracts,Cross-Sell Predictor,Predicts and identifies potential cross-selling opportunities leveraging historical and current customer data.,combined,"executive/CEO + neutral (standard professional, no particular urgency or formality)","Please provide access to the marketing campaign data, specifically focusing on the profiles of succe",Reject,Senior Manager,5,3,31.05,798.71
user_945,69c3cdbd4bf165b066ba62a40a9e9d153fce1276f8142f5045a7f5ff6abd9b65,Fulfilment,Inventory Management Enhancement,platform-team,Inventory Optimization System,Analyzes order data to anticipate inventory needs and optimize stock levels.,combined,"senior manager + very hasty (typos, shorthand, missing punctuation, casual phrasing)",Hey need access to 'order' n 'product' data ASAP. Team's lookin to up our inventory game by predicti,Reject,Intern,1,1,20.83,819.53
user_945,d4ff8cc7eb39c6555258259773b2def6a4ce2b8b54a754db408184f3876c466f,Benefit,Marketing Target Optimization,marketing,Campaign Precision Tool,Optimizes marketing campaign timing and targeting based on client lifecycle and claim trends.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey i need access to the date n reason data fields to help us better target our marketing stuff esp ,Reject,Senior Manager,3,3,17.97,837.5
user_945,fac6f5f3584daa491041adc14e93328f8d935df07736e0ce3e63b7a9be3fc210,Underwriting Life Insurance,Healthcare Marketing Campaign Targeting,marketing,Targeted Health Campaign Manager,A data application designed to tailor marketing campaigns specifically for audiences most interested in health insurance.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can I get access to those public mortality models n health risk assessments? marketing wants to ,Reject,Intern,1,2,10.82,848.32
user_945,4e7fb0bc472b201d292093c0cba8d7cb72428a788b085dd835829f18834bf4f5,Fulfilment,Marketing Campaign Optimization,marketing,Campaign Analytics Platform,Analyzes fulfilment data to refine marketing strategies and customer engagement.,combined,"executive/CEO + very formal (precise legal-style language, complete sentences, no contractions)","In order to enhance the efficacy of our marketing campaigns, it is imperative that the Marketing Tea",Accept,Mid-level Analyst,7,5,21.86,870.18
user_945,5de826f8638ff6dd168934eb3da55530f3b28d04f50b7e2da0e3026a73c8ea38,Underwriting Life Insurance,Third-Party Risk Assessment Integration,actor,Third-Party Risk Manager,A comprehensive platform evaluating third-party risks and strengthening partnerships.,combined,"intern + very hasty (typos, shorthand, missing punctuation, casual phrasing)",hey can i get access to some third-party data n public risk data? we wanna mix it up with our stuff ,Reject,Mid-level Analyst,2,1,61.61,931.79
user_945,37fa85ba016c5b23aeeab56f01170bbdafaaeb853a83a843c9617482ef67a27e,Actor,Data-Driven Customer Outreach,marketing,Personalized Outreach Engine,Customizes outreach strategies tailored to individual customer preferences and behaviors to boost conversion rates.,combined,"intern + neutral (standard professional, no particular urgency or formality)",I'm looking to get some data on how our potential policyholders pay and whether they agree to share ,Reject,Intern,4,4,32.84,964.63
user_945,56e8a69b4bd313eb3e1c0de7f07d13a1d15983f84e3b6519c437d907b8bd40fb,Products,Internal Product Development Insights,shop-operations,Product Innovation Tracker,Enhances product development processes through lifecycle data analysis for better innovation outcomes.,combined,"senior manager + neutral (standard professional, no particular urgency or formality)",I'm looking to review our internal product development processes and outcomes. To innovate effective,Accept,Senior Manager,5,6,11.57,976.2
